serial,nchild,relate,age,child_age_1,child_age_2,child_age_3,child_age_4,child_age_5,child_age_6,child_age_7,child_age_8,child_age_9,child_sex_1,child_sex_2,child_sex_3,child_sex_4,child_sex_5,child_sex_6,child_sex_7,child_sex_8,child_sex_9,age_group
228455000,1,2,38,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,35-39
228456000,1,1,46,15,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,45-49
228457000,2,2,33,15,5,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,30-34
228458000,1,1,85,51,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228459000,2,2,47,17,14,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
228460000,2,1,40,4,3,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,40-44
228461000,1,2,53,21,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228462000,1,2,59,21,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
228467000,3,2,43,20,9,13,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,40-44
228471000,1,1,39,17,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,35-39
228473000,2,2,35,4,3,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,35-39
228476000,1,1,53,35,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228477000,2,2,45,17,15,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,45-49
228479000,1,2,46,22,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,45-49
228483000,3,2,33,13,11,9,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,30-34
228485000,2,2,44,15,14,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,40-44
228488000,2,2,50,23,19,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,50+
228492000,1,1,79,50,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228493000,1,1,51,23,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228495000,1,2,36,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,35-39
228497000,2,2,42,17,10,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,40-44
228498000,3,2,50,18,15,13,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,50+
228499000,1,1,57,37,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228500000,1,2,35,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,35-39
228501000,2,2,46,14,11,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,45-49
228506000,1,1,40,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40-44
228510000,2,1,32,4,2,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,30-34
228512000,1,2,48,27,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
228515000,1,2,31,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30-34
228517000,1,2,45,14,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,45-49
228524000,1,1,25,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,25-29
228525000,2,2,30,6,2,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,30-34
228526000,1,2,36,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,35-39
228531000,3,2,50,29,27,22,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,50+
228535000,1,1,27,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,25-29
228545000,1,2,29,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25-29
228547000,2,2,43,19,18,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,40-44
228548000,1,2,26,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,25-29
228550000,1,2,56,26,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
228552000,3,1,36,9,6,1,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,35-39
228554000,2,2,51,23,15,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,50+
228557000,2,1,38,18,14,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,35-39
228558000,1,2,52,18,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228564000,2,2,36,3,1,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,35-39
228571000,1,1,49,14,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,45-49
228573000,3,2,29,13,5,1,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,25-29
228577000,1,1,32,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30-34
228579000,5,2,35,9,8,6,3,2,NA,NA,NA,NA,1,2,2,2,2,NA,NA,NA,NA,35-39
228581000,3,1,49,24,25,25,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,45-49
228582000,1,2,40,7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40-44
228585000,2,2,38,3,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,35-39
228590000,3,2,34,8,6,3,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,30-34
228591000,3,2,32,11,6,0,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,30-34
228592000,2,2,31,3,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,30-34
228593000,3,2,40,11,10,7,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,40-44
228595000,2,2,47,20,14,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
228596000,1,2,47,18,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,45-49
228597000,4,1,39,3,5,18,10,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,35-39
228598000,1,1,56,21,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
228600000,1,1,54,29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228601000,1,1,51,20,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228604000,2,1,78,48,40,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,50+
228606000,1,2,49,25,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,45-49
228616000,1,1,50,16,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228617000,4,2,46,18,16,19,15,NA,NA,NA,NA,NA,1,2,1,2,NA,NA,NA,NA,NA,45-49
228622000,1,1,28,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,25-29
228623000,1,2,44,12,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,40-44
228624000,1,1,54,21,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228626000,1,1,35,20,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,35-39
228627000,2,2,37,6,3,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,35-39
228628000,2,2,64,31,27,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,50+
228629000,4,2,25,9,6,4,0,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,25-29
228630000,1,2,39,20,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,35-39
228631000,2,2,52,19,17,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,50+
228632000,1,2,57,29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228633000,3,2,46,18,16,11,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,45-49
228635000,1,2,48,19,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
228640000,1,1,85,54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228641000,1,2,51,24,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228642000,1,2,58,29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228644000,2,2,42,15,14,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,40-44
228645000,1,1,27,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25-29
228646000,4,2,32,12,10,8,4,NA,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,30-34
228647000,3,1,53,20,19,18,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,50+
228648000,1,1,47,10,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
228649000,3,2,53,24,22,21,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,50+
228652000,1,2,45,19,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
228656000,1,1,54,20,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228657000,2,1,39,17,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,35-39
228661000,2,2,34,13,7,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,30-34
228662000,2,2,54,29,21,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,50+
228670000,1,2,58,25,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228674000,3,2,45,25,20,16,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,45-49
228675000,2,1,43,17,14,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,40-44
228681000,1,1,60,22,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228684000,1,1,68,40,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
228685000,1,2,55,33,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228688000,1,1,56,32,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228690000,2,2,43,16,3,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,40-44
228691000,2,1,37,15,13,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,35-39
228692000,1,1,44,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40-44
228696000,2,1,54,20,18,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,50+
228699000,3,2,36,14,9,7,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,35-39
228700000,1,2,48,15,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
228705000,3,2,47,17,17,10,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,45-49
228707000,2,2,38,7,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,35-39
228708000,2,1,42,12,9,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,40-44
228712000,1,2,51,12,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
228714000,4,2,48,17,19,12,7,NA,NA,NA,NA,NA,2,1,1,1,NA,NA,NA,NA,NA,45-49
228719000,3,2,51,19,15,13,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,50+
228720000,2,2,44,20,19,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,40-44
228721000,2,1,42,11,9,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,40-44
228722000,3,2,61,26,22,21,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,50+
228724000,1,2,61,20,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228725000,2,1,50,22,19,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,50+
228726000,1,2,52,20,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
228731000,1,2,43,18,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,40-44
228737000,1,1,37,11,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,35-39
228739000,3,1,43,9,7,5,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,40-44
228740000,1,1,49,22,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
228748000,2,1,37,14,8,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,35-39
228749000,2,2,36,4,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,35-39
228751000,2,1,37,6,8,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,35-39
228752000,1,2,45,22,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,45-49
228753000,2,2,36,9,5,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,35-39
228756000,2,2,62,17,16,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,50+
228759000,4,2,50,30,27,22,18,NA,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,50+
228760000,2,2,61,32,30,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,50+
228764000,1,1,34,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30-34
228765000,1,2,51,20,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228768000,1,2,63,25,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
228772000,1,1,34,7,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,30-34
228774000,3,1,28,9,3,2,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,25-29
228776000,3,2,34,9,5,3,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,30-34
228778000,1,1,43,19,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40-44
228779000,1,1,67,42,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
228781000,1,1,39,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,35-39
228784000,2,1,48,21,17,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
228790000,1,1,35,8,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,35-39
228793000,2,2,35,4,5,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,35-39
228794000,1,1,39,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,35-39
228797000,1,2,35,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,35-39
228799000,1,2,36,13,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,35-39
228802000,1,2,48,21,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
228803000,1,2,69,25,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228804000,4,1,36,17,13,13,12,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,35-39
228805000,1,1,48,27,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
228807000,2,2,50,27,18,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,50+
228810000,1,2,41,17,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,40-44
228814000,3,1,41,16,12,11,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,40-44
228818000,1,2,51,32,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
228819000,2,2,29,6,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,25-29
228822000,3,2,39,5,4,0,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,35-39
228829000,1,2,22,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,<25
228832000,2,1,50,16,13,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,50+
228833000,1,1,62,31,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228835000,5,2,32,10,6,3,1,3,NA,NA,NA,NA,1,1,1,2,1,NA,NA,NA,NA,30-34
228837000,2,2,36,7,7,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,35-39
228838000,2,2,46,15,13,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
228839000,2,2,33,6,6,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,30-34
228844000,1,1,49,7,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,45-49
228847000,1,2,43,8,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40-44
228851000,3,1,39,15,13,9,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,35-39
228853000,1,2,65,36,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
228855000,1,1,79,53,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228856000,2,2,40,11,9,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,40-44
228857000,1,2,48,17,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
228858000,1,2,56,23,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228859000,1,1,34,13,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,30-34
228860000,2,2,47,15,10,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,45-49
228861000,1,2,43,16,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40-44
228862000,1,1,35,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,35-39
228864000,1,1,63,29,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
228865000,1,1,31,9,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,30-34
228867000,1,1,41,10,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,40-44
228869000,1,1,53,19,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
228876000,2,1,54,19,23,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,50+
228877000,2,1,30,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,30-34
228879000,2,2,31,13,6,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,30-34
228880000,2,2,46,10,9,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,45-49
228882000,2,2,31,5,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,30-34
228883000,1,1,51,22,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
228889000,2,2,42,9,5,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,40-44
228892000,1,1,42,17,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,40-44
228893000,2,2,34,12,6,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,30-34
228896000,1,2,60,28,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228898000,2,1,49,17,23,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
228900000,1,2,50,26,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
228901000,2,2,29,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,25-29
228904000,3,2,58,31,26,21,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,50+
228910000,4,2,39,15,13,7,3,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,35-39
228911000,2,2,49,21,19,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,45-49
228912000,1,1,76,49,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228913000,1,1,45,11,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
228915000,2,2,39,18,11,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,35-39
228917000,2,2,49,18,16,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
228919000,2,2,48,17,16,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,45-49
228920000,1,1,79,51,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228921000,1,1,44,19,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40-44
228923000,2,1,38,10,6,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,35-39
228924000,2,2,46,20,18,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
228926000,1,1,55,32,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228932000,3,2,40,20,17,12,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,40-44
228934000,3,2,48,22,20,13,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,45-49
228943000,2,2,44,20,17,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,40-44
228944000,2,2,49,20,13,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
228947000,1,2,46,14,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,45-49
228952000,2,2,35,9,6,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,35-39
228953000,1,2,41,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40-44
228960000,1,2,55,20,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
228962000,1,2,61,21,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
228963000,1,2,33,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30-34
228972000,3,2,62,33,33,30,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,50+
228973000,2,2,30,3,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,30-34
228974000,4,2,41,13,11,9,6,NA,NA,NA,NA,NA,1,2,1,2,NA,NA,NA,NA,NA,40-44
228975000,1,2,62,27,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
